ay,school_id,program_code,program_name
16-17,708,GE,GEN
16-17,708,CHNIMM,IMMC
16-17,708,MM,MM
16-17,708,MS,MS
16-17,708,NX,NEWX
16-17,778,GE,GEN
16-17,778,DH,DH
16-17,778,ED,ED
16-17,778,JPN,JPN
16-17,778,MM,MM
16-17,778,MS,MS
16-17,797,GE,GEN
16-17,797,AF,AF
16-17,797,CHNIMM,IMMC
16-17,797,MM,MM
16-17,797,MS,MS
16-17,868,GE,GEN
16-17,868,MM,MM
16-17,868,MS,MS
16-17,868,NX,NEWX
16-17,485,CHNIMM,IMMC
15-16,413,GE,GEN
15-16,413,SA,SA
15-16,420,GE,GEN
15-16,420,SPNIMM,IMMS
15-16,420,MS,MS
15-16,844,GE,GEN
15-16,435,GE,GEN
15-16,845,GE,GEN
15-16,456,GE,GEN
15-16,456,SPN,SPN
15-16,625,GE,GEN
15-16,603,GE,GEN
15-16,603,TC,DT
15-16,603,SPN,SPN
15-16,872,GE,GEN
15-16,872,CHN,CHN
15-16,476,NC,NEWC
15-16,509,CHNIMM,IMMC
15-16,478,GE,GEN
15-16,478,JPN,JPN
15-16,478,MM,MM
15-16,481,GE,GEN
15-16,481,SPN,SPN
15-16,525,GE,GEN
15-16,507,GE,GEN
15-16,507,MM,MM
15-16,849,GE,GEN
15-16,521,GE,GEN
15-16,537,SPNIMM,IMMS
15-16,537,MS,MS
15-16,539,GE,GEN
15-16,680,GE,GEN
15-16,680,SPNIMM,IMMS
15-16,680,ED,ED
15-16,880,GE,GEN
15-16,562,GE,GEN
15-16,562,AF,AF
15-16,562,CHNIMM,IMMC
15-16,562,CHN,CHN
15-16,575,GE,GEN
15-16,575,SA,SA
15-16,575,SPN,SPN
15-16,589,GE,GEN
15-16,589,SA,SA
15-16,593,GE,GEN
15-16,593,SPN,SPN
15-16,453,GE,GEN
15-16,453,SPNIMM,IMMS
15-16,865,GE,GEN
15-16,614,GE,GEN
15-16,614,CHN,CHN
15-16,614,MM,MM
15-16,614,SPN,SPN
15-16,644,GE,GEN
15-16,644,AF,AF
15-16,544,GE,GEN
15-16,544,MM,MM
15-16,664,GE,GEN
15-16,670,GE,GEN
15-16,670,AF,AF
15-16,490,GE,GEN
15-16,490,CHN,CHN
15-16,479,GE,GEN
15-16,479,KORIMM,IMMK
15-16,691,GE,GEN
15-16,691,FB,FIL
15-16,691,SPN,SPN
15-16,830,GE,GEN
15-16,714,SPNIMM,IMMS
15-16,549,GE,GEN
15-16,549,CHN,CHN
15-16,718,GE,GEN
15-16,704,GE,GEN
15-16,505,GE,GEN
15-16,722,GE,GEN
15-16,722,MM,MM
15-16,724,GE,GEN
15-16,724,NS,NEWS
15-16,729,GE,GEN
15-16,729,CHN,CHN
15-16,729,SPNIMM,IMMS
15-16,814,GE,GEN
15-16,723,GE,GEN
15-16,723,CHN,CHN
15-16,723,SPN,SPN
15-16,650,GE,GEN
15-16,650,SPN,SPN
15-16,735,GE,GEN
15-16,752,GE,GEN
15-16,746,GE,GEN
15-16,746,MNDIMM,IMMM
15-16,638,GE,GEN
15-16,638,CHN,CHN
15-16,786,GE,GEN
15-16,786,JPN,JPN
15-16,786,MM,MM
15-16,569,GE,GEN
15-16,569,MM,MM
15-16,875,GE,GEN
15-16,790,GE,GEN
15-16,890,GE,GEN
15-16,760,GE,GEN
15-16,760,SPNIMM,IMMS
15-16,760,MM,MM
15-16,895,GE,GEN
15-16,796,GE,GEN
15-16,493,GE,GEN
15-16,816,GE,GEN
15-16,816,MS,MS
15-16,816,SPN,SPN
15-16,879,GE,GEN
15-16,656,GE,GEN
15-16,656,SPN,SPN
15-16,820,GE,GEN
15-16,823,GE,GEN
15-16,823,AF,AF
15-16,488,GE,GEN
15-16,834,GE,GEN
15-16,834,CHN,CHN
15-16,834,SPN,SPN
15-16,838,GE,GEN
15-16,838,MNDIMM,IMMM
15-16,838,SA,SA
15-16,782,GE,GEN
15-16,782,MM,MM
15-16,882,GE,GEN
15-16,882,MM,MM
15-16,874,GE,GEN
15-16,842,GE,GEN
15-16,842,MS,MS
15-16,750,GE,GEN
15-16,750,SA,SA
15-16,848,GE,GEN
15-16,848,CHN,CHN
15-16,513,GE,GEN
15-16,513,CHN,CHN
15-16,513,SPN,SPN
15-16,859,GE,GEN
15-16,859,ED,ED
15-16,860,GE,GEN
15-16,860,MS,MS
15-16,862,GE,GEN
15-16,862,CHN,CHN
15-16,881,GE,GEN
15-16,867,GE,GEN
15-16,867,CHN,CHN
15-16,497,GE,GEN
15-16,497,SPNIMM,IMMS
15-16,876,GE,GEN
15-16,876,CHNIMM,IMMC
15-16,801,GE,GEN
15-16,801,SA,SA
15-16,832,GE,GEN
15-16,815,GE,GEN
15-16,815,MM,MM
15-16,815,CA,CA
15-16,439,GE,GEN
15-16,439,ED,ED
15-16,439,MM,MM
15-16,439,MS,MS
15-16,439,NX,NEWX
15-16,439,CA,CA
15-16,764,GE,GEN
15-16,764,MM,MM
15-16,764,MS,MS
15-16,764,NX,NEWX
15-16,764,CA,CA
15-16,559,GE,GEN
15-16,559,ED,ED
15-16,559,CHNIMM,IMMC
15-16,559,MM,MM
15-16,559,MS,MS
15-16,559,NX,NEWX
15-16,559,CA,CA
15-16,624,GE,GEN
15-16,624,MM,MM
15-16,757,GE,GEN
15-16,757,MM,MM
15-16,757,MS,MS
15-16,405,GE,GEN
15-16,405,ED,ED
15-16,405,MNDIMM,IMMM
15-16,405,MM,MM
15-16,405,MS,MS
15-16,405,NC,NEWC
15-16,405,NX,NEWX
15-16,697,GE,GEN
15-16,697,MM,MM
15-16,697,MS,MS
15-16,697,SA,SA
15-16,697,CA,CA
15-16,853,GE,GEN
15-16,853,ED,ED
15-16,853,MM,MM
15-16,853,MS,MS
15-16,853,NX,NEWX
15-16,853,CA,CA
15-16,725,GE,GEN
15-16,725,ED,ED
15-16,725,MM,MM
15-16,725,MS,MS
15-16,725,NX,NEWX
15-16,725,CA,CA
15-16,651,GE,GEN
15-16,651,SPNIMM,IMMS
15-16,651,MM,MM
15-16,651,MS,MS
15-16,651,CA,CA
15-16,621,GE,GEN
15-16,621,NC,NEWC
15-16,621,NS,NEWS
15-16,621,NX,NEWX
15-16,785,GE,GEN
15-16,785,MM,MM
15-16,785,CA,CA
15-16,571,GE,GEN
15-16,571,ED,ED
15-16,571,MM,MM
15-16,571,MS,MS
15-16,571,NX,NEWX
15-16,431,GE,GEN
15-16,431,MNDIMM,IMMM
15-16,431,MM,MM
15-16,431,SA,SA
15-16,858,GE,GEN
15-16,858,MM,MM
15-16,618,SPNIMM,IMMS
15-16,618,MM,MM
15-16,449,GE,GEN
15-16,449,FB,FIL
15-16,632,GE,GEN
15-16,632,ED,ED
15-16,632,MM,MM
15-16,632,MS,MS
15-16,529,GE,GEN
15-16,529,SPNIMM,IMMS
15-16,529,MM,MM
15-16,529,MS,MS
15-16,529,NX,NEWX
15-16,546,GE,GEN
15-16,546,MM,MM
15-16,546,NX,NEWX
15-16,546,SA,SA
15-16,404,GE,GEN
15-16,404,AF,AF
15-16,404,MM,MM
15-16,404,MS,MS
15-16,404,SA,SA
15-16,607,GE,GEN
15-16,607,ED,ED
15-16,607,CHNIMM,IMMC
15-16,607,SPNIMM,IMMS
15-16,607,MM,MM
15-16,710,GE,GEN
15-16,710,MM,MM
15-16,710,MS,MS
15-16,676,GE,GEN
15-16,676,MS,MS
15-16,676,MM,MM
15-16,634,GE,GEN
15-16,634,SPNIMM,IMMS
15-16,634,MM,MM
15-16,634,MS,MS
15-16,708,GE,GEN
15-16,708,MM,MM
15-16,708,NX,NEWX
15-16,778,GE,GEN
15-16,778,DH,DH
15-16,778,ED,ED
15-16,778,JPN,JPN
15-16,778,MM,MM
15-16,778,MS,MS
15-16,797,GE,GEN
15-16,797,AF,AF
15-16,797,CHNIMM,IMMC
15-16,797,MM,MM
15-16,797,MS,MS
15-16,868,GE,GEN
15-16,868,MM,MM
15-16,868,MS,MS
15-16,868,NX,NEWX
15-16,485,CHNIMM,IMMC
14-15,413,GE,GEN
14-15,413,MS,MS
14-15,420,GE,GEN
14-15,420,SPNIMM,IMMS
14-15,420,MS,MS
14-15,435,GE,GEN
14-15,845,GE,GEN
14-15,456,GE,GEN
14-15,456,SPN,SPN
14-15,625,GE,GEN
14-15,603,GE,GEN
14-15,603,TC,DT
14-15,603,SPN,SPN
14-15,872,GE,GEN
14-15,872,CHN,CHN
14-15,476,NC,NEWC
14-15,509,CHNIMM,IMMC
14-15,478,GE,GEN
14-15,478,JPN,JPN
14-15,478,MM,MM
14-15,481,GE,GEN
14-15,481,SPN,SPN
14-15,525,GE,GEN
14-15,507,GE,GEN
14-15,507,MM,MM
14-15,849,GE,GEN
14-15,521,GE,GEN
14-15,521,MM,MM
14-15,537,CHNIMM,IMMC
14-15,537,SPNIMM,IMMS
14-15,537,MS,MS
14-15,539,GE,GEN
14-15,680,GE,GEN
14-15,680,SPNIMM,IMMS
14-15,562,GE,GEN
14-15,562,CHNIMM,IMMC
14-15,562,MM,MM
14-15,562,CHN,CHN
14-15,575,GE,GEN
14-15,575,MS,MS
14-15,575,SPN,SPN
14-15,589,GE,GEN
14-15,589,SA,SA
14-15,593,GE,GEN
14-15,593,SPN,SPN
14-15,453,GE,GEN
14-15,453,SPNIMM,IMMS
14-15,865,GE,GEN
14-15,614,GE,GEN
14-15,614,CHN,CHN
14-15,614,MM,MM
14-15,614,SPN,SPN
14-15,644,GE,GEN
14-15,644,MM,MM
14-15,544,GE,GEN
14-15,544,MM,MM
14-15,664,GE,GEN
14-15,664,AO,DA
14-15,670,GE,GEN
14-15,670,MM,MM
14-15,490,GE,GEN
14-15,490,CHN,CHN
14-15,479,GE,GEN
14-15,479,KORIMM,IMMK
14-15,691,GE,GEN
14-15,691,SPN,SPN
14-15,830,GE,GEN
14-15,714,SPNIMM,IMMS
14-15,549,GE,GEN
14-15,549,CHN,CHN
14-15,718,GE,GEN
14-15,704,GE,GEN
14-15,505,GE,GEN
14-15,722,GE,GEN
14-15,722,MM,MM
14-15,724,NS,NEWS
14-15,729,GE,GEN
14-15,729,CHN,CHN
14-15,729,SPNIMM,IMMS
14-15,814,GE,GEN
14-15,723,GE,GEN
14-15,723,CHN,CHN
14-15,723,SPN,SPN
14-15,650,GE,GEN
14-15,650,SPN,SPN
14-15,735,GE,GEN
14-15,752,GE,GEN
14-15,746,GE,GEN
14-15,746,MNDIMM,IMMM
14-15,638,GE,GEN
14-15,638,CHN,CHN
14-15,786,GE,GEN
14-15,786,JPN,JPN
14-15,786,MM,MM
14-15,569,GE,GEN
14-15,569,MM,MM
14-15,875,GE,GEN
14-15,790,GE,GEN
14-15,890,GE,GEN
14-15,760,GE,GEN
14-15,760,SPNIMM,IMMS
14-15,760,MM,MM
14-15,895,GE,GEN
14-15,796,GE,GEN
14-15,493,GE,GEN
14-15,816,GE,GEN
14-15,816,MS,MS
14-15,816,SPN,SPN
14-15,879,GE,GEN
14-15,656,GE,GEN
14-15,656,SPN,SPN
14-15,820,GE,GEN
14-15,823,GE,GEN
14-15,823,MM,MM
14-15,488,GE,GEN
14-15,834,GE,GEN
14-15,834,CHN,CHN
14-15,834,SPN,SPN
14-15,838,GE,GEN
14-15,838,MNDIMM,IMMM
14-15,782,GE,GEN
14-15,782,MM,MM
14-15,782,MS,MS
14-15,874,GE,GEN
14-15,842,GE,GEN
14-15,842,MS,MS
14-15,750,GE,GEN
14-15,750,SA,SA
14-15,848,GE,GEN
14-15,848,CHN,CHN
14-15,513,GE,GEN
14-15,513,CHN,CHN
14-15,513,SPN,SPN
14-15,859,GE,GEN
14-15,860,GE,GEN
14-15,862,GE,GEN
14-15,862,CHN,CHN
14-15,881,GE,GEN
14-15,867,GE,GEN
14-15,867,CHN,CHN
14-15,497,GE,GEN
14-15,497,SPNIMM,IMMS
14-15,876,GE,GEN
14-15,876,CHNIMM,IMMC
14-15,801,GE,GEN
14-15,801,SA,SA
14-15,832,GE,GEN
14-15,815,GE,GEN
14-15,815,MM,MM
14-15,815,CA,CA
14-15,439,GE,GEN
14-15,439,ED,ED
14-15,439,MM,MM
14-15,439,MS,MS
14-15,439,NX,NEWX
14-15,439,CA,CA
14-15,764,GE,GEN
14-15,764,MM,MM
14-15,764,MS,MS
14-15,764,CA,CA
14-15,559,GE,GEN
14-15,559,ED,ED
14-15,559,CHNIMM,IMMC
14-15,559,MM,MM
14-15,559,MS,MS
14-15,559,NX,NEWX
14-15,624,GE,GEN
14-15,624,MM,MM
14-15,757,GE,GEN
14-15,757,MM,MM
14-15,757,MS,MS
14-15,405,GE,GEN
14-15,405,CHNIMM,IMMC
14-15,405,MM,MM
14-15,405,MS,MS
14-15,405,NC,NEWC
14-15,405,NX,NEWX
14-15,697,GE,GEN
14-15,697,MM,MM
14-15,697,MS,MS
14-15,697,CA,CA
14-15,853,GE,GEN
14-15,853,MM,MM
14-15,853,MS,MS
14-15,853,NX,NEWX
14-15,853,CA,CA
14-15,725,GE,GEN
14-15,725,MM,MM
14-15,725,MS,MS
14-15,725,NX,NEWX
14-15,725,CA,CA
14-15,651,GE,GEN
14-15,651,MM,MM
14-15,651,CA,CA
14-15,621,GE,GEN
14-15,621,NX,NEWX
14-15,785,GE,GEN
14-15,785,CA,CA
14-15,571,GE,GEN
14-15,571,ED,ED
14-15,571,MM,MM
14-15,571,MS,MS
14-15,571,NX,NEWX
14-15,431,GE,GEN
14-15,431,MNDIMM,IMMM
14-15,431,MM,MM
14-15,431,SA,SA
14-15,431,MS,MS
14-15,618,SPNIMM,IMMS
14-15,618,MM,MM
14-15,449,GE,GEN
14-15,449,FB,FIL
14-15,632,GE,GEN
14-15,632,MM,MM
14-15,632,MS,MS
14-15,529,GE,GEN
14-15,529,SPNIMM,IMMS
14-15,529,MM,MM
14-15,529,MS,MS
14-15,529,NX,NEWX
14-15,546,GE,GEN
14-15,546,MM,MM
14-15,546,NX,NEWX
14-15,546,SA,SA
14-15,546,MS,MS
14-15,404,GE,GEN
14-15,404,MM,MM
14-15,404,MS,MS
14-15,607,GE,GEN
14-15,607,CHNIMM,IMMC
14-15,607,SPNIMM,IMMS
14-15,607,MM,MM
14-15,607,MS,MS
14-15,710,GE,GEN
14-15,710,MM,MM
14-15,676,GE,GEN
14-15,676,MS,MS
14-15,634,GE,GEN
14-15,634,SPNIMM,IMMS
14-15,634,MM,MM
14-15,634,MS,MS
14-15,708,GE,GEN
14-15,708,MM,MM
14-15,708,MS,MS
14-15,708,NX,NEWX
14-15,778,GE,GEN
14-15,778,JPN,JPN
14-15,778,MM,MM
14-15,778,MS,MS
14-15,797,GE,GEN
14-15,797,CHNIMM,IMMC
14-15,797,MM,MM
14-15,797,MS,MS
14-15,868,GE,GEN
14-15,868,MM,MM
14-15,868,MS,MS
14-15,868,NX,NEWX
14-15,485,CHNIMM,IMMC
13-14,413,GE,GEN
13-14,413,MS,MS
13-14,420,GE,GEN
13-14,420,SPNIMM,IMMS
13-14,420,MS,MS
13-14,435,GE,GEN
13-14,845,GE,GEN
13-14,456,GE,GEN
13-14,456,SPN,SPN
13-14,625,GE,GEN
13-14,603,GE,GEN
13-14,603,SPN,SPN
13-14,872,GE,GEN
13-14,872,CHN,CHN
13-14,509,CHNIMM,IMMC
13-14,478,GE,GEN
13-14,478,JPN,JPN
13-14,481,GE,GEN
13-14,481,SPN,SPN
13-14,525,GE,GEN
13-14,525,MM,MM
13-14,507,GE,GEN
13-14,521,GE,GEN
13-14,537,SPNIMM,IMMS
13-14,537,MS,MS
13-14,539,GE,GEN
13-14,680,GE,GEN
13-14,680,SPNIMM,IMMS
13-14,562,GE,GEN
13-14,562,CHNIMM,IMMC
13-14,562,SA,SA
13-14,562,CHN,CHN
13-14,575,GE,GEN
13-14,575,MS,MS
13-14,575,SPN,SPN
13-14,589,GE,GEN
13-14,589,SA,SA
13-14,593,GE,GEN
13-14,593,SPN,SPN
13-14,453,GE,GEN
13-14,453,SPNIMM,IMMS
13-14,865,GE,GEN
13-14,614,GE,GEN
13-14,614,CHN,CHN
13-14,614,MM,MM
13-14,614,SPN,SPN
13-14,644,GE,GEN
13-14,644,MM,MM
13-14,544,GE,GEN
13-14,544,MM,MM
13-14,544,MS,MS
13-14,664,GE,GEN
13-14,664,DH,DH
13-14,670,GE,GEN
13-14,670,MM,MM
13-14,490,GE,GEN
13-14,490,CHN,CHN
13-14,479,GE,GEN
13-14,479,KORIMM,IMMK
13-14,691,GE,GEN
13-14,691,FB,FIL
13-14,691,SPN,SPN
13-14,830,GE,GEN
13-14,714,SPNIMM,IMMS
13-14,549,GE,GEN
13-14,549,CHN,CHN
13-14,718,GE,GEN
13-14,718,ED,ED
13-14,704,GE,GEN
13-14,505,GE,GEN
13-14,722,GE,GEN
13-14,722,MM,MM
13-14,724,NS,NEWS
13-14,729,GE,GEN
13-14,729,CHN,CHN
13-14,729,SPNIMM,IMMS
13-14,814,GE,GEN
13-14,723,GE,GEN
13-14,723,CHN,CHN
13-14,723,SPN,SPN
13-14,650,GE,GEN
13-14,650,SPN,SPN
13-14,735,GE,GEN
13-14,752,GE,GEN
13-14,746,GE,GEN
13-14,746,MNDIMM,IMMM
13-14,638,GE,GEN
13-14,638,CHN,CHN
13-14,638,MS,MS
13-14,786,GE,GEN
13-14,786,JPN,JPN
13-14,786,MM,MM
13-14,569,GE,GEN
13-14,569,MM,MM
13-14,790,GE,GEN
13-14,760,GE,GEN
13-14,760,SPNIMM,IMMS
13-14,760,MM,MM
13-14,895,GE,GEN
13-14,796,GE,GEN
13-14,493,GE,GEN
13-14,816,GE,GEN
13-14,816,MS,MS
13-14,816,SPN,SPN
13-14,879,GE,GEN
13-14,656,GE,GEN
13-14,656,SPN,SPN
13-14,820,GE,GEN
13-14,823,GE,GEN
13-14,823,MM,MM
13-14,488,GE,GEN
13-14,834,GE,GEN
13-14,834,CHN,CHN
13-14,834,SPN,SPN
13-14,838,GE,GEN
13-14,838,MNDIMM,IMMM
13-14,782,GE,GEN
13-14,782,MM,MM
13-14,874,GE,GEN
13-14,842,GE,GEN
13-14,842,MS,MS
13-14,750,GE,GEN
13-14,750,SA,SA
13-14,848,GE,GEN
13-14,848,CHN,CHN
13-14,513,GE,GEN
13-14,513,CHN,CHN
13-14,513,SPN,SPN
13-14,513,ED,ED
13-14,859,GE,GEN
13-14,860,GE,GEN
13-14,862,GE,GEN
13-14,862,CHN,CHN
13-14,867,GE,GEN
13-14,867,CHN,CHN
13-14,497,GE,GEN
13-14,497,SPNIMM,IMMS
13-14,876,GE,GEN
13-14,876,CHNIMM,IMMC
13-14,801,GE,GEN
13-14,801,SA,SA
13-14,832,GE,GEN
13-14,815,GE,GEN
13-14,815,MM,MM
13-14,815,CA,CA
13-14,439,GE,GEN
13-14,439,MM,MM
13-14,439,MS,MS
13-14,439,CA,CA
13-14,764,GE,GEN
13-14,764,MM,MM
13-14,764,MS,MS
13-14,764,CA,CA
13-14,559,GE,GEN
13-14,559,ED,ED
13-14,559,CHNIMM,IMMC
13-14,559,MM,MM
13-14,559,MS,MS
13-14,559,NX,NEWX
13-14,624,GE,GEN
13-14,624,MM,MM
13-14,757,GE,GEN
13-14,757,MS,MS
13-14,405,GE,GEN
13-14,405,ED,ED
13-14,405,CHNIMM,IMMC
13-14,405,MM,MM
13-14,405,MS,MS
13-14,405,NC,NEWC
13-14,405,NX,NEWX
13-14,697,GE,GEN
13-14,697,MM,MM
13-14,697,MS,MS
13-14,697,CA,CA
13-14,853,GE,GEN
13-14,853,MM,MM
13-14,853,NX,NEWX
13-14,853,CA,CA
13-14,725,GE,GEN
13-14,725,MM,MM
13-14,725,MS,MS
13-14,725,NX,NEWX
13-14,725,CA,CA
13-14,651,GE,GEN
13-14,651,MM,MM
13-14,651,CA,CA
13-14,621,GE,GEN
13-14,621,NX,NEWX
13-14,785,GE,GEN
13-14,785,CA,CA
13-14,571,GE,GEN
13-14,571,ED,ED
13-14,571,MM,MM
13-14,571,MS,MS
13-14,571,NX,NEWX
13-14,431,GE,GEN
13-14,431,MNDIMM,IMMM
13-14,431,MM,MM
13-14,431,MS,MS
13-14,618,SPNIMM,IMMS
13-14,618,MM,MM
13-14,618,GE,GEN
13-14,449,GE,GEN
13-14,449,FB,FIL
13-14,632,GE,GEN
13-14,632,MM,MM
13-14,632,MS,MS
13-14,529,GE,GEN
13-14,529,SPNIMM,IMMS
13-14,529,MM,MM
13-14,529,MS,MS
13-14,529,NX,NEWX
13-14,546,GE,GEN
13-14,546,MM,MM
13-14,546,NC,NEWC
13-14,546,NX,NEWX
13-14,404,GE,GEN
13-14,404,MM,MM
13-14,404,MS,MS
13-14,607,GE,GEN
13-14,607,CHNIMM,IMMC
13-14,607,SPNIMM,IMMS
13-14,607,MM,MM
13-14,710,GE,GEN
13-14,710,MM,MM
13-14,676,GE,GEN
13-14,676,MS,MS
13-14,634,GE,GEN
13-14,634,SPNIMM,IMMS
13-14,634,MM,MM
13-14,708,GE,GEN
13-14,708,MM,MM
13-14,708,MS,MS
13-14,708,NX,NEWX
13-14,778,GE,GEN
13-14,778,JPN,JPN
13-14,778,MM,MM
13-14,778,MS,MS
13-14,797,GE,GEN
13-14,797,MM,MM
13-14,868,GE,GEN
13-14,868,MM,MM
13-14,868,MS,MS
13-14,485,CHNIMM,IMMC
12-13,413,GE,GEN
12-13,413,GE,iGE
12-13,420,GE,GEN
12-13,420,GE,iGE
12-13,420,SPNIMM,IMMS
12-13,420,SN,iSN
12-13,435,GE,GEN
12-13,435,GE,iGE
12-13,456,GE,GEN
12-13,456,GE,iGE
12-13,456,NC,INC
12-13,456,SB,iSB
12-13,456,SPN,SPN
12-13,449,GE,GEN
12-13,449,FB,FIL
12-13,449,GE,iGE
12-13,449,SPN,SPN
12-13,625,GE,GEN
12-13,625,GE,iGE
12-13,603,GE,GEN
12-13,603,GE,iGE
12-13,603,NC,INC
12-13,603,SB,iSB
12-13,603,SPN,SPN
12-13,872,GE,GEN
12-13,872,CHN,CHN
12-13,872,CB,iCB
12-13,872,GE,iGE
12-13,509,CN,iCN
12-13,509,CHNIMM,IMMC
12-13,478,GE,GEN
12-13,478,GE,iGE
12-13,478,JB,iJB
12-13,478,JPN,JPN
12-13,481,GE,GEN
12-13,481,GE,iGE
12-13,481,SPN,SPN
12-13,525,GE,GEN
12-13,525,GE,iGE
12-13,507,GE,GEN
12-13,507,GE,iGE
12-13,521,GE,GEN
12-13,521,GE,iGE
12-13,537,SPNIMM,IMMS
12-13,537,SN,iSN
12-13,539,GE,GEN
12-13,539,GE,iGE
12-13,680,GE,GEN
12-13,680,GE,iGE
12-13,680,SPNIMM,IMMS
12-13,680,SN,iSN
12-13,562,GE,GEN
12-13,562,CN,iCN
12-13,562,GE,iGE
12-13,562,CHNIMM,IMMC
12-13,562,CHN,CHN
12-13,575,GE,GEN
12-13,575,GE,iGE
12-13,575,NC,INC
12-13,575,SB,iSB
12-13,575,SPN,SPN
12-13,589,GE,GEN
12-13,589,GE,iGE
12-13,593,GE,GEN
12-13,593,GE,iGE
12-13,593,NC,INC
12-13,593,SB,iSB
12-13,593,SPN,SPN
12-13,453,GE,GEN
12-13,453,GE,iGE
12-13,453,SPNIMM,IMMS
12-13,614,GE,GEN
12-13,614,CHN,CHN
12-13,614,CB,iCB
12-13,614,GE,iGE
12-13,614,NC,INC
12-13,614,SB,iSB
12-13,614,SPN,SPN
12-13,644,GE,GEN
12-13,644,GE,iGE
12-13,544,GE,GEN
12-13,544,GE,iGE
12-13,664,GE,GEN
12-13,664,GE,iGE
12-13,670,GE,GEN
12-13,670,GE,iGE
12-13,490,GE,GEN
12-13,490,CHN,CHN
12-13,490,CB,iCB
12-13,490,GE,iGE
12-13,676,GE,GEN
12-13,676,GE,iGE
12-13,479,GE,GEN
12-13,479,GE,iGE
12-13,479,KORIMM,IMMK
12-13,691,GE,GEN
12-13,691,FB,FIL
12-13,691,GE,iGE
12-13,691,SPN,SPN
12-13,830,GE,GEN
12-13,830,GE,iGE
12-13,714,SPNIMM,IMMS
12-13,714,SN,iSN
12-13,549,GE,GEN
12-13,549,CHN,CHN
12-13,549,GE,iGE
12-13,718,GE,GEN
12-13,718,GE,iGE
12-13,505,GE,GEN
12-13,505,GE,iGE
12-13,722,GE,GEN
12-13,722,GE,iGE
12-13,724,NS,NEWS
12-13,729,GE,GEN
12-13,729,CHN,CHN
12-13,729,CB,iCB
12-13,729,SPNIMM,IMMS
12-13,729,SN,iSN
12-13,814,GE,GEN
12-13,814,GE,iGE
12-13,723,GE,GEN
12-13,723,CHN,CHN
12-13,723,CB,iCB
12-13,723,GE,iGE
12-13,723,NC,INC
12-13,723,SB,iSB
12-13,723,SPN,SPN
12-13,650,GE,GEN
12-13,650,SPN,SPN
12-13,735,GE,GEN
12-13,735,GE,iGE
12-13,746,GE,GEN
12-13,746,CN,iCN
12-13,746,GE,iGE
12-13,746,MNDIMM,IMMM
12-13,638,GE,GEN
12-13,638,CHN,CHN
12-13,638,CB,iCB
12-13,638,GE,iGE
12-13,786,GE,GEN
12-13,786,JPN,JPN
12-13,569,GE,GEN
12-13,569,GE,iGE
12-13,790,GE,GEN
12-13,790,GE,iGE
12-13,760,GE,GEN
12-13,760,SPNIMM,IMMS
12-13,760,SN,iSN
12-13,760,GE,iGE
12-13,796,GE,GEN
12-13,796,GE,iGE
12-13,493,GE,GEN
12-13,493,GE,iGE
12-13,816,GE,GEN
12-13,816,GE,iGE
12-13,816,NC,INC
12-13,816,SB,iSB
12-13,816,SPN,SPN
12-13,656,GE,GEN
12-13,656,GE,iGE
12-13,656,NC,INC
12-13,656,SB,iSB
12-13,656,SPN,SPN
12-13,820,GE,GEN
12-13,823,GE,GEN
12-13,823,GE,iGE
12-13,488,GE,GEN
12-13,488,GE,iGE
12-13,834,GE,GEN
12-13,834,CHN,CHN
12-13,834,CB,iCB
12-13,834,GE,iGE
12-13,834,SPN,SPN
12-13,838,GE,GEN
12-13,838,MNDIMM,IMMM
12-13,782,GE,GEN
12-13,782,GE,iGE
12-13,842,GE,GEN
12-13,842,GE,iGE
12-13,750,GE,GEN
12-13,750,GE,iGE
12-13,848,GE,GEN
12-13,848,CHN,CHN
12-13,513,GE,GEN
12-13,513,CHN,CHN
12-13,513,CB,iCB
12-13,513,GE,iGE
12-13,513,NC,INC
12-13,513,SB,iSB
12-13,513,SPN,SPN
12-13,859,GE,GEN
12-13,859,GE,iGE
12-13,862,GE,GEN
12-13,862,CHN,CHN
12-13,862,GE,iGE
12-13,867,GE,GEN
12-13,867,CHN,CHN
12-13,867,CB,iCB
12-13,867,GE,iGE
12-13,497,GE,GEN
12-13,497,SPNIMM,IMMS
12-13,497,SN,iSN
12-13,876,GE,GEN
12-13,876,CN,iCN
12-13,876,GE,iGE
12-13,876,CHNIMM,IMMC
12-13,801,GE,GEN
12-13,801,GE,iGE
12-13,832,GE,GEN
12-13,832,GE,iGE
12-13,815,GE,GEN
12-13,815,GE,iGE
12-13,439,GE,GEN
12-13,439,GE,iGE
12-13,764,GE,GEN
12-13,764,GE,iGE
12-13,559,GE,GEN
12-13,559,GE,iGE
12-13,559,CHNIMM,IMMC
12-13,559,NX,NEWX
12-13,624,GE,GEN
12-13,757,GE,GEN
12-13,757,GE,iGE
12-13,405,GE,GEN
12-13,405,GE,iGE
12-13,405,CHNIMM,IMMC
12-13,405,NC,NEWC
12-13,405,NX,NEWX
12-13,697,GE,GEN
12-13,697,GE,iGE
12-13,853,GE,GEN
12-13,853,NX,NEWX
12-13,725,GE,GEN
12-13,725,GE,iGE
12-13,725,SPNIMM,IMMS
12-13,725,NX,NEWX
12-13,651,GE,GEN
12-13,651,GE,iGE
12-13,621,GE,GEN
12-13,621,NX,NEWX
12-13,785,GE,GEN
12-13,785,GE,iGE
12-13,571,GE,GEN
12-13,571,GE,iGE
